FLOW_ID,SOURCE_IP,SOURCE_PORT,DESTINATION_IP,DESTINATION_PORT,PROTOCOL,TIMESTAMP,LABEL,FLOW_DURATION,TOTAL_FWD_PACKETS,TOTAL_BACKWARD_PACKETS,TOTAL_LENGTH_OF_FWD_PACKETS,TOTAL_LENGTH_OF_BWD_PACKETS,FLOW_BYTES_S,FLOW_PACKETS_S,AVERAGE_PACKET_SIZE,TARGETED
104.21.63.72:443 => 192.168.1.134:61594,104.21.63.72,443,192.168.1.134,61594,6,1680578162.112858,gazetajnk,2.015926,10,10,4047,0,2007.5141647064424,4.960499542145892,404.7,True
104.21.63.72:443 => 192.168.1.134:61595,104.21.63.72,443,192.168.1.134,61595,6,1680578162.112865,gazetajnk,0.071736,5,5,2393,0,33358.42533734805,69.70001115200178,478.6,True
192.168.1.134:52964 => 104.26.12.139:443,192.168.1.134,52964,104.26.12.139,443,6,1680576749.075957,sot,4.23167,298,298,23611,0,5579.593871922905,70.42137028643538,79.23154362416108,False
192.168.1.134:52965 => 104.26.12.139:443,192.168.1.134,52965,104.26.12.139,443,6,1680576749.077171,sot,0.064656,8,8,985,0,15234.471665429348,123.73174956693887,123.125,False
104.26.12.139:443 => 192.168.1.134:52964,104.26.12.139,443,192.168.1.134,52964,6,1680576749.092591,sot,4.215001,532,532,716220,0,169921.6678714904,126.21586566646128,1346.2781954887218,False
104.26.12.139:443 => 192.168.1.134:52965,104.26.12.139,443,192.168.1.134,52965,6,1680576749.092597,sot,0.049002,6,6,2948,0,60160.809762866826,122.44398187829069,491.3333333333333,False
192.168.1.134:49955 => 104.26.3.36:443,192.168.1.134,49955,104.26.3.36,443,6,1680576186.069041,anabelmagazine,2.728189,149,149,11311,0,4145.97375768321,54.61498451903442,75.91275167785236,False
192.168.1.134:49956 => 104.26.3.36:443,192.168.1.134,49956,104.26.3.36,443,6,1680576186.069275,anabelmagazine,2.729752,8,8,1009,0,369.6306477658043,2.930669159689232,126.125,False
104.26.3.36:443 => 192.168.1.134:49955,104.26.3.36,443,192.168.1.134,49955,6,1680576186.085863,anabelmagazine,2.711314,274,274,354529,0,130759.10794544636,101.05801098655483,1293.9014598540143,False
104.26.3.36:443 => 192.168.1.134:49956,104.26.3.36,443,192.168.1.134,49956,6,1680576186.093326,anabelmagazine,2.705661,6,6,2957,0,1092.893751286654,2.217572711437242,492.8333333333333,False
192.168.1.134:62751 => 172.67.149.141:443,192.168.1.134,62751,172.67.149.141,443,6,1680578466.11502,albaniantimes,0.111384,7,7,957,0,8591.898297780652,62.8456510809452,136.71428571428572,False
192.168.1.134:62752 => 172.67.149.141:443,192.168.1.134,62752,172.67.149.141,443,6,1680578466.115231,albaniantimes,2.213698,105,105,7818,0,3531.64704489953,47.431944194736595,74.45714285714286,False
172.67.149.141:443 => 192.168.1.134:62751,172.67.149.141,443,192.168.1.134,62751,6,1680578466.148476,albaniantimes,0.077758,5,5,2399,0,30852.130970446768,64.30206538234007,479.8,False
172.67.149.141:443 => 192.168.1.134:62752,172.67.149.141,443,192.168.1.134,62752,6,1680578466.148481,albaniantimes,2.180347,160,160,202869,0,93044.364039302,73.38281475379837,1267.93125,False
192.168.1.134:55836 => 104.21.234.144:443,192.168.1.134,55836,104.21.234.144,443,6,1680577170.345793,rtklive,1.673059,16,16,2158,0,1289.8528981942657,9.563320839253128,134.875,True
192.168.1.134:55837 => 104.21.234.144:443,192.168.1.134,55837,104.21.234.144,443,6,1680577170.346275,rtklive,0.106005,8,8,985,0,9292.01452761662,75.46813829536342,123.125,True
104.21.234.144:443 => 192.168.1.134:55836,104.21.234.144,443,192.168.1.134,55836,6,1680577170.377298,rtklive,1.641444,14,14,6691,0,4076.288926091904,8.529075618784438,477.92857142857144,True
104.21.234.144:443 => 192.168.1.134:55837,104.21.234.144,443,192.168.1.134,55837,6,1680577170.379,rtklive,0.073211,6,6,2967,0,40526.696807856744,81.95489748808238,494.5,True
192.168.1.56:50668 => 188.114.97.7:443,192.168.1.56,50668,188.114.97.7,443,6,1680593384.260892,kallxo,0.107009,8,8,1073,0,10027.193974338608,74.7600669102599,134.125,True
192.168.1.56:50669 => 188.114.97.7:443,192.168.1.56,50669,188.114.97.7,443,6,1680593384.262107,kallxo,1.785045,34,34,3385,0,1896.3107372643265,19.047138867647593,99.55882352941175,True
188.114.97.7:443 => 192.168.1.56:50669,188.114.97.7,443,192.168.1.56,50669,6,1680593384.294509,kallxo,1.752487,62,62,78160,0,44599.47491764561,35.37829381901263,1260.645161290323,True
188.114.97.7:443 => 192.168.1.56:50668,188.114.97.7,443,192.168.1.56,50668,6,1680593384.294514,kallxo,0.107035,8,8,2575,0,24057.551268276733,74.7419068528986,321.875,True
192.168.1.134:56735 => 104.21.36.83:443,192.168.1.134,56735,104.21.36.83,443,6,1680577402.267117,elbasaninews,3.408149,225,225,14356,0,4212.25715190269,66.01824039970083,63.80444444444444,False
192.168.1.134:56736 => 104.21.36.83:443,192.168.1.134,56736,104.21.36.83,443,6,1680577402.2674,elbasaninews,3.409584,9,9,1061,0,311.1816573517473,2.639618205622739,117.88888888888889,False
104.21.36.83:443 => 192.168.1.134:56735,104.21.36.83,443,192.168.1.134,56735,6,1680577402.316265,elbasaninews,3.358893,228,228,318593,0,94850.59512166656,67.87950673034241,1397.3377192982457,False
104.21.36.83:443 => 192.168.1.134:56736,104.21.36.83,443,192.168.1.134,56736,6,1680577402.320061,elbasaninews,3.35681,6,6,2971,0,885.0664768038704,1.787411262478365,495.1666666666667,False
192.168.1.134:61410 => 172.67.177.230:443,192.168.1.134,61410,172.67.177.230,443,6,1680578130.361085,prive,0.101586,7,7,957,0,9420.589451302343,68.90713287263993,136.71428571428572,False
192.168.1.134:61411 => 172.67.177.230:443,192.168.1.134,61411,172.67.177.230,443,6,1680578130.36229,prive,1.220222,82,82,6613,0,5419.505630942566,67.20088639608203,80.64634146341463,False
172.67.177.230:443 => 192.168.1.134:61410,172.67.177.230,443,192.168.1.134,61410,6,1680578130.393719,prive,0.068796,5,5,2386,0,34682.24896796325,72.67864410721553,477.2,False
172.67.177.230:443 => 192.168.1.134:61411,172.67.177.230,443,192.168.1.134,61411,6,1680578130.393725,prive,1.18871,133,133,179100,0,150667.53034802433,111.88599406078858,1346.6165413533834,False
192.168.1.134:61908 => 104.21.60.176:443,192.168.1.134,61908,104.21.60.176,443,6,1680575633.129936,gazetametro,2.003602,88,88,7223,0,3605.007381705548,43.920898461870166,82.07954545454545,False
192.168.1.134:61909 => 104.21.60.176:443,192.168.1.134,61909,104.21.60.176,443,6,1680575633.130537,gazetametro,2.005465,8,8,1009,0,503.125210362684,3.9890997848379306,126.125,False
104.21.60.176:443 => 192.168.1.134:61908,104.21.60.176,443,192.168.1.134,61908,6,1680575633.161703,gazetametro,1.971636,100,100,121985,0,61869.939481729896,50.719301128605885,1219.85,False
104.21.60.176:443 => 192.168.1.134:61909,104.21.60.176,443,192.168.1.134,61909,6,1680575633.163018,gazetametro,1.972913,6,6,2973,0,1506.9088195982283,3.041188334204296,495.5,False
192.168.1.134:51122 => 172.67.175.210:443,192.168.1.134,51122,172.67.175.210,443,6,1680576371.809665,durreslajm,1.814491,114,114,9404,0,5182.720663811504,62.827536758242395,82.49122807017544,False
192.168.1.134:51123 => 172.67.175.210:443,192.168.1.134,51123,172.67.175.210,443,6,1680576371.81045,durreslajm,0.10329,7,7,957,0,9265.17571884984,67.77035531029141,136.71428571428572,False
172.67.175.210:443 => 192.168.1.134:51122,172.67.175.210,443,192.168.1.134,51122,6,1680576371.84067,durreslajm,1.783421,165,165,206842,0,115980.46675462495,92.51881636472824,1253.5878787878787,False
172.67.175.210:443 => 192.168.1.134:51123,172.67.175.210,443,192.168.1.134,51123,6,1680576371.846495,durreslajm,0.067194,5,5,2393,0,35613.29880644105,74.411405780278,478.6,False
192.168.1.134:63027 => 172.66.40.186:443,192.168.1.134,63027,172.66.40.186,443,6,1680575793.464108,botasot,2.990209,153,153,13889,0,4644.825829900184,51.16699200624438,90.77777777777776,True
192.168.1.134:63028 => 172.66.40.186:443,192.168.1.134,63028,172.66.40.186,443,6,1680575793.464387,botasot,0.061343,7,7,957,0,15600.802047503385,114.1124496682588,136.71428571428572,True
172.66.40.186:443 => 192.168.1.134:63027,172.66.40.186,443,192.168.1.134,63027,6,1680575793.483402,botasot,2.970845,218,218,254617,0,85705.24547729686,73.3797959839709,1167.967889908257,True
172.66.40.186:443 => 192.168.1.134:63028,172.66.40.186,443,192.168.1.134,63028,6,1680575793.485667,botasot,0.040013,5,5,2399,0,59955.51445780122,124.95938819883536,479.8,True
192.168.1.134:63052 => 172.66.40.186:443,192.168.1.134,63052,172.66.40.186,443,6,1680575796.43091,botasot,0.016534,2,2,104,0,6290.068948832708,120.962864400629,52.0,True
172.66.40.186:443 => 192.168.1.134:63052,172.66.40.186,443,192.168.1.134,63052,6,1680575796.447386,botasot,0.0,1,1,60,0,0.0,0.0,60.0,True
192.168.1.56:53490 => 188.114.96.7:443,192.168.1.56,53490,188.114.96.7,443,6,1680593847.703361,ballkani,2.011419,52,52,5084,0,2527.568845675615,25.85239574648544,97.76923076923076,False
192.168.1.56:53491 => 188.114.96.7:443,192.168.1.56,53491,188.114.96.7,443,6,1680593847.703608,ballkani,2.012673,9,9,1061,0,527.1596528596548,4.471665292871719,117.88888888888889,False
188.114.96.7:443 => 192.168.1.56:53490,188.114.96.7,443,192.168.1.56,53490,6,1680593847.735722,ballkani,1.978856,93,93,98160,0,49604.41790610333,46.99685070566024,1055.483870967742,False
188.114.96.7:443 => 192.168.1.56:53491,188.114.96.7,443,192.168.1.56,53491,6,1680593847.738697,ballkani,1.977482,8,8,5199,0,2629.1010487073963,4.045548834325673,649.875,False
192.168.1.56:53495 => 188.114.96.7:443,192.168.1.56,53495,188.114.96.7,443,6,1680593848.463386,ballkani,1.254935,12,12,1710,0,1362.6203747604457,9.562248243932952,142.5,False
188.114.96.7:443 => 192.168.1.56:53495,188.114.96.7,443,192.168.1.56,53495,6,1680593848.498904,ballkani,1.219327,11,11,5827,0,4778.865718548019,9.02136998524596,529.7272727272727,False
192.168.1.134:61141 => 104.21.72.158:443,192.168.1.134,61141,104.21.72.158,443,6,1680578094.965817,kosova-sot,4.405755,69,69,5462,0,1239.742110035624,15.661333868996346,79.15942028985508,True
192.168.1.134:61142 => 104.21.72.158:443,192.168.1.134,61142,104.21.72.158,443,6,1680578094.966277,kosova-sot,0.100458,7,7,957,0,9526.369228931491,69.6808616536264,136.71428571428572,True
104.21.72.158:443 => 192.168.1.134:61141,104.21.72.158,443,192.168.1.134,61141,6,1680578094.997418,kosova-sot,4.374079,85,85,106018,0,24237.788114938023,19.432662281591163,1247.270588235294,True
104.21.72.158:443 => 192.168.1.134:61142,104.21.72.158,443,192.168.1.134,61142,6,1680578094.997424,kosova-sot,0.069124,5,5,2442,0,35327.81667727562,72.33377698049881,488.4,True
192.168.1.134:62897 => 104.21.90.201:443,192.168.1.134,62897,104.21.90.201,443,6,1680575780.22357,gazetablic,0.104939,7,7,957,0,9119.583758183326,66.705419338854,136.71428571428572,True
192.168.1.134:62898 => 104.21.90.201:443,192.168.1.134,62898,104.21.90.201,443,6,1680575780.223962,gazetablic,1.696359,80,80,7116,0,4194.8667705361895,47.15982878624159,88.95,True
104.21.90.201:443 => 192.168.1.134:62897,104.21.90.201,443,192.168.1.134,62897,6,1680575780.254922,gazetablic,0.073433,5,5,2396,0,32628.382334917544,68.08927866218185,479.2,True
104.21.90.201:443 => 192.168.1.134:62898,104.21.90.201,443,192.168.1.134,62898,6,1680575780.254927,gazetablic,1.66537,97,97,116623,0,70028.28200339864,58.24531485495715,1202.298969072165,True
192.168.1.134:62680 => 50.116.68.163:443,192.168.1.134,62680,50.116.68.163,443,6,1680578452.721166,albaniandailynews,3.245227,769,769,56680,0,17465.650322766327,236.96339269949377,73.70611183355007,False
192.168.1.134:62681 => 50.116.68.163:443,192.168.1.134,62681,50.116.68.163,443,6,1680578452.721422,albaniandailynews,3.213224,12,12,1209,0,376.2576154043415,3.734566902276343,100.75,False
50.116.68.163:443 => 192.168.1.134:62680,50.116.68.163,443,192.168.1.134,62680,6,1680578452.905084,albaniandailynews,3.061203,1661,1661,2252105,0,735692.7978967746,542.5971423652727,1355.8729680915112,False
50.116.68.163:443 => 192.168.1.134:62681,50.116.68.163,443,192.168.1.134,62681,6,1680578452.905095,albaniandailynews,3.029304,13,13,6613,0,2183.0096946361277,4.291414793629163,508.6923076923077,False
192.168.1.134:57047 => 31.11.36.22:443,192.168.1.134,57047,31.11.36.22,443,6,1680577465.867286,shkodrasport,0.343692,12,12,1245,0,3622.429384448867,34.91498201878426,103.75,False
192.168.1.134:57048 => 31.11.36.22:443,192.168.1.134,57048,31.11.36.22,443,6,1680577465.867503,shkodrasport,4.821191,110,110,7872,0,1632.7915654036524,22.81593904908559,71.56363636363636,False
31.11.36.22:443 => 192.168.1.134:57048,31.11.36.22,443,192.168.1.134,57048,6,1680577465.927737,shkodrasport,4.777633,145,145,192167,0,40222.2188267705,30.349756877516544,1325.289655172414,False
31.11.36.22:443 => 192.168.1.134:57047,31.11.36.22,443,192.168.1.134,57047,6,1680577465.927742,shkodrasport,0.283131,11,11,5928,0,20937.30463990167,38.85127379199028,538.9090909090909,False
192.168.1.134:55926 => 80.91.126.100:443,192.168.1.134,55926,80.91.126.100,443,6,1680577188.855627,rtsh,67.00756,11,11,688,0,10.267498174832808,0.1641605812836641,62.54545454545455,False
192.168.1.134:55927 => 80.91.126.100:443,192.168.1.134,55927,80.91.126.100,443,6,1680577188.857351,rtsh,67.005722,11,11,688,0,10.267779817371416,0.1641650842893686,62.54545454545455,False
192.168.1.134:55929 => 80.91.126.100:443,192.168.1.134,55929,80.91.126.100,443,6,1680577189.103792,rtsh,67.007538,11,11,688,0,10.267501545870854,0.1641606351810747,62.54545454545455,False
192.168.1.134:55936 => 80.91.126.100:443,192.168.1.134,55936,80.91.126.100,443,6,1680577263.917803,rtsh,7.004324,7,7,448,0,63.96049069117876,0.999382667049668,64.0,False
192.168.1.134:55937 => 80.91.126.100:443,192.168.1.134,55937,80.91.126.100,443,6,1680577264.123852,rtsh,7.007535,7,7,448,0,63.931182648392046,0.9989247288811258,64.0,False
192.168.1.134:54419 => 178.33.109.222:443,192.168.1.134,54419,178.33.109.222,443,6,1680576965.885512,lecanton27,0.742062,52,52,6204,0,8360.487398627069,70.07500720964016,119.3076923076923,False
192.168.1.134:54420 => 178.33.109.222:443,192.168.1.134,54420,178.33.109.222,443,6,1680576965.88572,lecanton27,3.218701,57,57,6851,0,2128.498422189573,17.709007453628033,120.19298245614036,False
178.33.109.222:443 => 192.168.1.134:54420,178.33.109.222,443,192.168.1.134,54420,6,1680576965.931571,lecanton27,3.172792,74,74,97072,0,30595.135136498073,23.323306412774617,1311.7837837837835,False
178.33.109.222:443 => 192.168.1.134:54419,178.33.109.222,443,192.168.1.134,54419,6,1680576965.931577,lecanton27,0.69582,57,57,69120,0,99336.03518151246,81.9177373458653,1212.6315789473683,False
192.168.1.134:54422 => 178.33.109.222:443,192.168.1.134,54422,178.33.109.222,443,6,1680576966.076492,lecanton27,3.027911,121,121,9039,0,2985.2264482014166,39.961544444338024,74.70247933884298,False
192.168.1.134:54423 => 178.33.109.222:443,192.168.1.134,54423,178.33.109.222,443,6,1680576966.076863,lecanton27,3.026474,79,79,7404,0,2446.411236309976,26.10298320752136,93.72151898734175,False
192.168.1.134:54424 => 178.33.109.222:443,192.168.1.134,54424,178.33.109.222,443,6,1680576966.077628,lecanton27,3.064347,212,212,14121,0,4608.159585060047,69.1827655288386,66.60849056603773,False
192.168.1.134:54425 => 178.33.109.222:443,192.168.1.134,54425,178.33.109.222,443,6,1680576966.077712,lecanton27,3.027175,85,85,6823,0,2253.916605415941,28.078984531782933,80.27058823529411,False
178.33.109.222:443 => 192.168.1.134:54422,178.33.109.222,443,192.168.1.134,54422,6,1680576966.121393,lecanton27,2.982968,169,169,238084,0,79814.46666541512,56.65498255428821,1408.7810650887575,False
178.33.109.222:443 => 192.168.1.134:54423,178.33.109.222,443,192.168.1.134,54423,6,1680576966.121398,lecanton27,2.981922,110,110,150567,0,50493.272459843014,36.88895953683564,1368.790909090909,False
178.33.109.222:443 => 192.168.1.134:54424,178.33.109.222,443,192.168.1.134,54424,6,1680576966.121398,lecanton27,3.020429,291,291,419255,0,138806.44107178153,96.34392995167244,1440.7388316151205,False
178.33.109.222:443 => 192.168.1.134:54425,178.33.109.222,443,192.168.1.134,54425,6,1680576966.124457,lecanton27,2.980404,124,124,169506,0,56873.49768689077,41.6050978323744,1366.983870967742,False
192.168.1.134:52592 => 172.67.211.108:443,192.168.1.134,52592,172.67.211.108,443,6,1680569349.750181,kallxo,2.130719,46,46,4021,0,1887.156401196028,21.588956591648177,87.41304347826087,True
192.168.1.134:52593 => 172.67.211.108:443,192.168.1.134,52593,172.67.211.108,443,6,1680569349.750527,kallxo,0.099103,7,7,957,0,9656.619880326529,70.63358324167785,136.71428571428572,True
172.67.211.108:443 => 192.168.1.134:52592,172.67.211.108,443,192.168.1.134,52592,6,1680569349.780805,kallxo,2.09998,64,64,78313,0,37292.259926285005,30.476480728387887,1223.640625,True
172.67.211.108:443 => 192.168.1.134:52593,172.67.211.108,443,192.168.1.134,52593,6,1680569349.782467,kallxo,0.067081,5,5,2395,0,35703.1052011747,74.53675407343361,479.0,True
192.168.1.134:60893 => 185.53.100.11:443,192.168.1.134,60893,185.53.100.11,443,6,1680570782.413451,javanews,4.464412,720,720,49533,0,11095.078142429506,161.27543784041436,68.79583333333333,False
192.168.1.134:60894 => 185.53.100.11:443,192.168.1.134,60894,185.53.100.11,443,6,1680570782.414865,javanews,0.16209,10,10,1093,0,6743.167376149053,61.69412055031155,109.3,False
185.53.100.11:443 => 192.168.1.134:60893,185.53.100.11,443,192.168.1.134,60893,6,1680570782.466643,javanews,4.411137,1475,1475,2092936,0,474466.33373663074,334.38090904907284,1418.9396610169492,False
185.53.100.11:443 => 192.168.1.134:60894,185.53.100.11,443,192.168.1.134,60894,6,1680570782.466649,javanews,0.110239,10,10,5696,0,51669.55433195149,90.71199847603845,569.6,False
192.168.1.134:51482 => 173.212.239.244:443,192.168.1.134,51482,173.212.239.244,443,6,1680576454.595475,sportekspres,4.800149,2323,2323,129959,0,27073.951246096734,483.94331092639,55.944468359879465,False
192.168.1.134:51483 => 173.212.239.244:443,192.168.1.134,51483,173.212.239.244,443,6,1680576454.59579,sportekspres,0.127739,10,10,1105,0,8650.451310876084,78.28462724774737,110.5,False
173.212.239.244:443 => 192.168.1.134:51482,173.212.239.244,443,192.168.1.134,51482,6,1680576454.633184,sportekspres,4.76408,6841,6841,10109039,0,2121928.8928817315,1435.9540561871336,1477.7136383569652,False
173.212.239.244:443 => 192.168.1.134:51483,173.212.239.244,443,192.168.1.134,51483,6,1680576454.636341,sportekspres,0.086962,9,9,6170,0,70950.53011660266,103.4934799107656,685.5555555555555,False
192.168.1.134:55777 => 172.67.145.94:443,192.168.1.134,55777,172.67.145.94,443,6,1680570080.868011,shqip,0.101519,8,8,1009,0,9939.026192141371,78.80298269289493,126.125,False
192.168.1.134:55778 => 172.67.145.94:443,192.168.1.134,55778,172.67.145.94,443,6,1680570080.868448,shqip,1.069708,124,124,9187,0,8588.325038234732,115.91948456962086,74.08870967741936,False
172.67.145.94:443 => 192.168.1.134:55777,172.67.145.94,443,192.168.1.134,55777,6,1680570080.89967,shqip,0.06966,5,5,2411,0,34610.96755670399,71.7772035601493,482.2,False
172.67.145.94:443 => 192.168.1.134:55778,172.67.145.94,443,192.168.1.134,55778,6,1680570080.899675,shqip,1.038333,261,261,363601,0,350177.6405064656,251.364446665954,1393.1072796934866,False
192.168.1.134:51419 => 164.90.180.253:443,192.168.1.134,51419,164.90.180.253,443,6,1680569227.854898,pashtriku,2.329997,557,557,47446,0,20363.116347360105,239.05610178897223,85.18132854578097,False
192.168.1.134:51420 => 164.90.180.253:443,192.168.1.134,51420,164.90.180.253,443,6,1680569227.855313,pashtriku,0.106983,10,10,1077,0,10067.019993830796,93.47279474309002,107.7,False
164.90.180.253:443 => 192.168.1.134:51419,164.90.180.253,443,192.168.1.134,51419,6,1680569227.887649,pashtriku,2.297115,1201,1201,1646922,0,716952.3511012726,522.8297233704016,1371.2922564529558,False
164.90.180.253:443 => 192.168.1.134:51420,164.90.180.253,443,192.168.1.134,51420,6,1680569227.887655,pashtriku,0.07458,10,10,5327,0,71426.65593993028,134.08420488066503,532.7,False
192.168.1.56:64526 => 188.114.97.7:443,192.168.1.56,64526,188.114.97.7,443,6,1680593012.13682,epokaere,3.847854,53,53,5990,0,1556.711871084506,13.77391138021349,113.01886792452832,True
192.168.1.56:64527 => 188.114.97.7:443,192.168.1.56,64527,188.114.97.7,443,6,1680593012.13764,epokaere,0.117835,8,8,1009,0,8562.820893622438,67.89154325964272,126.125,True
188.114.97.7:443 => 192.168.1.56:64526,188.114.97.7,443,192.168.1.56,64526,6,1680593012.170466,epokaere,3.813933,151,151,182023,0,47725.79906359131,39.59167609918685,1205.450331125828,True
188.114.97.7:443 => 192.168.1.56:64527,188.114.97.7,443,192.168.1.56,64527,6,1680593012.170474,epokaere,0.084704,5,5,2395,0,28274.93388741972,59.02908953532301,479.0,True
188.114.97.7:443 => 192.168.1.56:64546,188.114.97.7,443,192.168.1.56,64546,6,1680593013.25973,epokaere,2.726709,135,135,138725,0,50876.34947476977,49.510233765319285,1027.5925925925926,True
188.114.97.7:443 => 192.168.1.56:64547,188.114.97.7,443,192.168.1.56,64547,6,1680593013.25973,epokaere,0.076842,6,6,4611,0,60006.24658389943,78.082298742875,768.5,True
188.114.97.7:443 => 192.168.1.56:64548,188.114.97.7,443,192.168.1.56,64548,6,1680593013.25973,epokaere,0.076841,6,6,4611,0,60007.02749834073,78.08331489699509,768.5,True
188.114.97.7:443 => 192.168.1.56:64549,188.114.97.7,443,192.168.1.56,64549,6,1680593013.259731,epokaere,0.07684,6,6,4611,0,60007.80843310776,78.08433107756377,768.5,True
192.168.1.56:64546 => 188.114.97.7:443,192.168.1.56,64546,188.114.97.7,443,6,1680593013.25986,epokaere,2.726825,163,163,19204,0,7042.622830581354,59.77647997212876,117.8159509202454,True
192.168.1.56:64547 => 188.114.97.7:443,192.168.1.56,64547,188.114.97.7,443,6,1680593013.259862,epokaere,0.076872,3,3,661,0,8598.709543136643,39.02591320636903,220.33333333333337,True
192.168.1.56:64548 => 188.114.97.7:443,192.168.1.56,64548,188.114.97.7,443,6,1680593013.259864,epokaere,0.076839,3,3,661,0,8602.402425851456,39.04267364229102,220.33333333333337,True
192.168.1.56:64549 => 188.114.97.7:443,192.168.1.56,64549,188.114.97.7,443,6,1680593013.259877,epokaere,0.044055,5,5,741,0,16819.884235614572,113.49449551696742,148.2,True
192.168.1.56:64644 => 188.114.97.7:443,192.168.1.56,64644,188.114.97.7,443,6,1680593014.37885,epokaere,1.609243,13,13,1842,0,1144.6375718272504,8.078332483037055,141.69230769230768,True
188.114.97.7:443 => 192.168.1.56:64644,188.114.97.7,443,192.168.1.56,64644,6,1680593014.414512,epokaere,1.573292,13,13,6210,0,3947.137594292731,8.262928941353543,477.6923076923077,True
192.168.1.134:60565 => 65.21.91.157:443,192.168.1.134,60565,65.21.91.157,443,6,1680570712.644795,ul-info,2.268386,97,97,8099,0,3570.379997055175,42.76168165382787,83.49484536082474,False
192.168.1.134:60566 => 65.21.91.157:443,192.168.1.134,60566,65.21.91.157,443,6,1680570712.645105,ul-info,0.188549,10,10,1089,0,5775.686956706214,53.03661117269251,108.9,False
65.21.91.157:443 => 192.168.1.134:60565,65.21.91.157,443,192.168.1.134,60565,6,1680570712.706254,ul-info,2.206798,182,182,246351,0,111632.78197642013,82.47243290958211,1353.576923076923,False
65.21.91.157:443 => 192.168.1.134:60566,65.21.91.157,443,192.168.1.134,60566,6,1680570712.706258,ul-info,0.12737,7,7,5040,0,39569.75739970166,54.95799638847452,720.0,False
192.168.1.134:60571 => 65.21.91.157:443,192.168.1.134,60571,65.21.91.157,443,6,1680570713.178581,ul-info,1.719951,13,13,1809,0,1051.774149379837,7.558354860109387,139.15384615384616,False
65.21.91.157:443 => 192.168.1.134:60571,65.21.91.157,443,192.168.1.134,60571,6,1680570713.280839,ul-info,1.617654,12,12,6199,0,3832.092647747911,7.418149987574599,516.5833333333334,False
192.168.1.56:56607 => 188.114.97.7:443,192.168.1.56,56607,188.114.97.7,443,6,1680594156.60728,kallxo,1.716793,34,34,3385,0,1971.6995584208464,19.80436779506906,99.55882352941175,True
192.168.1.56:56608 => 188.114.97.7:443,192.168.1.56,56608,188.114.97.7,443,6,1680594156.608065,kallxo,0.108867,8,8,985,0,9047.737147161217,73.48415957085251,123.125,True
188.114.97.7:443 => 192.168.1.56:56607,188.114.97.7,443,192.168.1.56,56607,6,1680594156.639132,kallxo,1.684814,64,64,77058,0,45736.799433053144,37.98638900199072,1204.03125,True
188.114.97.7:443 => 192.168.1.56:56608,188.114.97.7,443,192.168.1.56,56608,6,1680594156.640497,kallxo,0.076368,6,6,2958,0,38733.500942803264,78.56693903205532,493.0,True
192.168.1.134:62584 => 104.21.30.142:443,192.168.1.134,62584,104.21.30.142,443,6,1680578437.816331,gazetainfokus,0.827707,36,36,3218,0,3887.8492026767926,43.493651739081585,89.38888888888889,False
192.168.1.134:62585 => 104.21.30.142:443,192.168.1.134,62585,104.21.30.142,443,6,1680578437.816782,gazetainfokus,0.103476,9,9,1061,0,10253.585372453515,86.97669024701379,117.88888888888889,False
104.21.30.142:443 => 192.168.1.134:62584,104.21.30.142,443,192.168.1.134,62584,6,1680578437.847817,gazetainfokus,0.796188,56,56,67251,0,84466.23159354323,70.33514697533748,1200.9107142857142,False
104.21.30.142:443 => 192.168.1.134:62585,104.21.30.142,443,192.168.1.134,62585,6,1680578437.848513,gazetainfokus,0.071657,6,6,4591,0,64069.106995827344,83.73222434653977,765.1666666666666,False
192.168.1.134:55687 => 172.67.171.70:443,192.168.1.134,55687,172.67.171.70,443,6,1680570006.608124,lajmi,0.107492,6,6,905,0,8419.231198600826,55.81810739403863,150.83333333333334,False
192.168.1.134:55688 => 172.67.171.70:443,192.168.1.134,55688,172.67.171.70,443,6,1680570006.609332,lajmi,0.467054,84,84,7878,0,16867.42860568585,179.85072389916368,93.78571428571428,False
172.67.171.70:443 => 192.168.1.134:55688,172.67.171.70,443,192.168.1.134,55688,6,1680570006.641929,lajmi,0.434333,151,151,188463,0,433913.61006416735,347.6595147041556,1248.0993377483444,False
172.67.171.70:443 => 192.168.1.134:55687,172.67.171.70,443,192.168.1.134,55687,6,1680570006.645392,lajmi,0.07001,5,5,2904,0,41479.78860162834,71.4183688044565,580.8,False
192.168.1.56:49789 => 172.67.71.241:443,192.168.1.56,49789,172.67.71.241,443,6,1680593283.720767,cna,0.111136,7,7,957,0,8611.071120069104,62.98589116038007,136.71428571428572,False
192.168.1.56:49790 => 172.67.71.241:443,192.168.1.56,49790,172.67.71.241,443,6,1680593283.720981,cna,1.487743,181,181,14978,0,10067.599040963392,121.6607975974345,82.7513812154696,False
172.67.71.241:443 => 192.168.1.56:49789,172.67.71.241,443,192.168.1.56,49789,6,1680593283.753984,cna,0.077762,5,5,2376,0,30554.769681849742,64.2987577480003,475.2,False
172.67.71.241:443 => 192.168.1.56:49790,172.67.71.241,443,192.168.1.56,49790,6,1680593283.755631,cna,1.453025,760,760,1000833,0,688792.6911099259,523.0467473030402,1316.8855263157895,False
192.168.1.56:49875 => 172.67.71.241:443,192.168.1.56,49875,172.67.71.241,443,6,1680593285.163091,cna,0.032639,2,2,104,0,3186.3721314991267,61.27638714421398,52.0,False
